Id,SalePrice
1461,112652.0716
1462,154302.2279
1463,173466.2997
1464,189814.4087
1465,195709.6381
1466,174301.352
1467,175359.8623
1468,166730.4181
1469,187763.3912
1470,126178.1501
1471,190374.4255
1472,94786.40441
1473,90130.96452
1474,151742.2853
1475,117419.1518
1476,358683.2284
1477,252560.099
1478,309703.1051
1479,312308.3305
1480,430488.159
1481,306333.8855
1482,213881.8045
1483,176060.6621
1484,172814.6221
1485,191697.0434
1486,197986.9809
1487,329454.4922
1488,232677.7075
1489,196708.937
1490,236339.0393
1491,201272.091
1492,92003.83541
1493,201550.16
1494,293523.5937
1495,280282.7699
1496,246706.6475
1497,171316.3558
1498,171169.1253
1499,162712.4179
1500,159711.9925
1501,176374.2936
1502,157552.2286
1503,278070.1221
1504,237035.8277
1505,219581.7807
1506,188695.2217
1507,240905.9229
1508,189614.4953
1509,161150.1654
1510,149322.0761
1511,153396.2639
1512,175373.4046
1513,147631.6191
1514,157669.3118
1515,190097.1416
1516,156239.6127
1517,158885.4809
1518,124104.2377
1519,216331.1593
1520,135364.9712
1521,133098.0337
1522,177838.8381
1523,108570.3726
1524,119003.0109
1525,120389.4232
1526,113175.905
1527,105997.5428
1528,128039.9161
1529,149203.6563
1530,200843.1857
1531,137125.6373
1532,106955.3929
1533,151391.531
1534,122801.0248
1535,139110.7652
1536,108270.6376
1537,63682.71332
1538,153727.4838
1539,199880.0666
1540,126761.5775
1541,138442.826
1542,129294.2382
1543,176086.2336
1544,94072.16255
1545,117559.8497
1546,138735.4021
1547,138541.0724
1548,140702.3842
1549,124372.6109
1550,143501.6845
1551,111630.7359
1552,156616.6674
1553,153681.7597
1554,116925.4139
1555,158285.9247
1556,100425.7176
1557,110391.4984
1558,106636.7952
1559,98282.47976
1560,137225.4142
1561,140511.3174
1562,134965.8206
1563,128825.6703
1564,157224.2937
1565,151440.6483
1566,232114.6793
1567,81173.43239
1568,230599.9995
1569,135431.6647
1570,141164.6342
1571,101727.1174
1572,136188.6377
1573,238801.6927
1574,131800.1677
1575,235669.1457
1576,242064.6818
1577,193268.3544
1578,152742.8544
1579,141747.112
1580,188648.0726
1581,154496.672
1582,135584.1784
1583,290099.431
1584,228568.0716
1585,140977.6581
1586,78636.18379
1587,110219.7001
1588,151841.7139
1589,105719.7491
1590,125359.761
1591,91360.40652
1592,124716.6421
1593,136994.0704
1594,143988.2632
1595,118157.0933
1596,218778.5895
1597,184074.2256
1598,206400.2273
1599,190060.6203
1600,182832.7945
1601,69441.321
1602,117907.5554
1603,89778.33543
1604,285280.6175
1605,239483.1993
1606,159726.7907
1607,169496.0876
1608,221475.9388
1609,184548.0946
1610,158786.2577
1611,144605.6304
1612,181522.7986
1613,166115.0256
1614,139324.3503
1615,96736.50928
1616,79068.29193
1617,87137.92818
1618,127397.2616
1619,144189.2431
1620,173948.7846
1621,133316.8103
1622,156246.1414
1623,263109.9889
1624,211334.4906
1625,120430.0956
1626,169636.6074
1627,182172.7677
1628,276946.9501
1629,181246.7662
1630,326581.385
1631,225261.0102
1632,240046.2177
1633,185175.5038
1634,189288.5716
1635,179514.614
1636,160046.4837
1637,187662.8213
1638,187417.6464
1639,181940.0307
1640,237387.3634
1641,175423.6471
1642,250505.6051
1643,215795.7537
1644,233842.6189
1645,202172.2456
1646,163050.1442
1647,159728.4562
1648,132116.8831
1649,140598.8202
1650,122499.6516
1651,123580.5181
1652,99256.23724
1653,98529.72763
1654,155119.9023
1655,140223.8485
1656,145432.0347
1657,154614.3464
1658,156932.6973
1659,127513.4731
1660,154384.8445
1661,400206.2825
1662,351386.031
1663,362982.422
1664,413938.0394
1665,319427.9431
1666,325470.1054
1667,351001.7895
1668,349005.3369
1669,311898.6571
1670,341290.3287
1671,259259.9833
1672,403816.4302
1673,296246.7915
1674,250291.502
1675,201565.7393
1676,204962.7982
1677,218403.3901
1678,431507.4781
1679,376980.9087
1680,326090.4787
1681,268568.9129
1682,316236.4579
1683,192841.6152
1684,174990.1696
1685,177796.3784
1686,172622.9041
1687,173251.863
1688,193549.4848
1689,194577.3151
1690,194416.7705
1691,188794.2901
1692,263805.0908
1693,181459.5016
1694,183481.5124
1695,171878.0883
1696,268744.214
1697,175570.959
1698,327127.6686
1699,318234.2325
1700,262106.2465
1701,272154.4398
1702,236973.758
1703,239209.6416
1704,270006.626
